Message,Datetime
較早前歌和老街往深水埗，近達之路交通意外已清理，一帶車多。,2015-06-01 HKT 12:58
受較早前爆水管影響，長沙灣道往美孚方向，近興華街的中線封閉；興華街往荔枝角道方向，近長沙灣道的慢線封閉。,2015-06-01 HKT 12:45
歌和老街往深水埗，近達之路有交通意外，龍尾：窩打老道。,2015-06-01 HKT 12:28
較早前路陷影響，大角咀欣翔道往西九龍走廊方向，近渡船街的部份行車線已解封。,2015-06-01 HKT 12:19
較早前龍翔道往荃灣方向，近龍翔道公園對開慢線交通意外已清理，車龍有待消散，龍尾：啓業邨。,2015-06-01 HKT 12:12
偉業街天橋往九龍灣方向，近啓業邨對開橋面慢線有壞車，影響到龍翔道往觀塘方向，龍尾：斧山道橋底。,2015-06-01 HKT 12:10
啓祥道往觀塘道方向，龍尾：宏照道。,2015-06-01 HKT 12:00
太子道東往旺角，龍尾：柏立基普通科診份。,2015-06-01 HKT 11:45
東九龍走廊往紅隧，龍尾：新山道。現時啓德隧道實施間歇性封閉。,2015-06-01 HKT 11:30
龍翔道往荃灣方向，近龍翔道公園對開慢線有交通意外，嚴重擠塞，龍尾：觀塘道近朱石麟中學。,2015-06-01 HKT 11:15
較早前偉業街天橋往九龍灣方向，近彩石里對開橋面交通意外已清理，車龍有待消散，龍尾：龍翔道近星河明居。,2015-06-01 HKT 11:00
較早前太子道東往觀塘方向，近富豪東方酒店對開快線的交通意外已清理，車龍有待消散。,2015-06-01 HKT 10:45
觀塘繞道往將軍澳道交通回復正常。,2015-06-01 HKT 10:25
偉業街天橋往九龍灣方向，近彩石里對開橋面有交通意外，影響到龍翔道往觀塘方向，龍尾：星河明居。,2015-06-01 HKT 10:09
較早前將軍澳道往將軍澳隧道方向，近翠屏南邨對開中線的交通意外已清理，車龍有待消散，龍尾：觀塘繞道近九倉電訊廣場。,2015-06-01 HKT 10:05
較早前將軍澳道往將軍澳方向，近翠屏南邨對開慢線的壞車已拖走，車龍有待消散。,2015-06-01 HKT 10:04
龍翔道往荃灣方向，近龍翔道公園對開慢線有交通意外，龍尾：黃大仙中心。,2015-06-01 HKT 10:00
太子道東往觀塘方向，近富豪東方酒店對開快線有交通意外，龍尾：九龍城迴旋處。,2015-06-01 HKT 09:56
將軍澳道往將軍澳方向，近翠屏南邨對開中線有交通意外，龍尾：觀塘繞道近九倉電訊廣場。,2015-06-01 HKT 09:34
較早前龍翔道往荃灣方向，近豐力樓快線的交通意外已清理，消散中龍尾：星輝豪庭。,2015-06-01 HKT 09:30
較早前元朗公路往屯門公路方向，近富泰邨對開快線的交通意外已清理好，交通回復正常。,2015-06-01 HKT 09:28
龍翔道往荃灣方向，近豐力樓快線有交通意外，龍尾：星輝豪庭。,2015-06-01 HKT 09:27
較早前呈祥道往荃灣方向，近明愛醫院對開快線的交通意外已清理，車龍有待消散。,2015-06-01 HKT 09:26
較早前木廠街右轉往土瓜灣道的交通意外已清理，一帶車多。,2015-06-01 HKT 09:17
呈祥道往荃灣方向，近明愛醫院對開快線有交通意外，龍尾：畢架山花園。,2015-06-01 HKT 09:14
將軍澳道往將軍澳隧道方向，近翠屏南邨對開慢線有壞車，龍尾：鯉魚門道。,2015-06-01 HKT 08:59
較早前北大嶼山公路往機場方向，近陰澳對開快線的交通意外已清理好，交通回復正常。,2015-06-01 HKT 08:56
較早前屯門公路往九龍方向，近青龍頭中線的交通意外已清理好，消散中龍尾：大欖涌。,2015-06-01 HKT 08:55
較早前薄扶林道往香港仔方向，近心光學校快線的交通意外已清理好，交通回復正常。,2015-06-01 HKT 08:53
木廠街右轉往土瓜灣道有交通意外，龍尾：九龍城道。,2015-06-01 HKT 08:40
元朗公路往屯門公路方向，近富泰邨對開快線有交通意外，龍尾：福亨村。,2015-06-01 HKT 08:37
屯門公路往九龍方向，近青龍頭中線有交通意外，龍尾：大欖涌。,2015-06-01 HKT 08:25
薄扶林道往香港仔方向，近心光學校快線有交通意外，龍尾：瑪麗醫院。,2015-06-01 HKT 08:20
北大嶼山公路往機場方向，近陰澳對開快線有交通意外，一帶車多。,2015-06-01 HKT 08:10
獅子山隧道公路往九龍，龍尾：新田圍邨。,2015-06-01 HKT 08:00
受維修保養工程影響，山頂纜車今日暫停服務，新巴路線第１５號現已改行位於花園道的中環纜車總站，並將在有需要時加強服務，以配合乘客的需求。,2015-06-01 HKT 07:45
將軍澳隧道出觀塘擠塞，龍尾：電話機樓。,2015-06-01 HKT 07:30
受較早前爆水管影響而封閉的，長沙灣道往美孚方向，近興華街的快線重開；但長沙灣道往旺角方向，近興華街的第三線；及興華街往深旺道方向，近長沙灣道的慢線仍然封閉。,2015-06-01 HKT 07:12
受較早前路陷影響，大角咀欣翔道往西九龍走廊方向，近渡船街的部份行車線仍然封閉。,2015-06-01 HKT 07:00
受較早前緊急維修影響，彌敦道往深水埗方向，近登打士街的快線已解封。,2015-06-01 HKT 06:45
今晚加士居道天橋有臨時工程，由凌晨1時至上午6時，加士居道天橋往觀塘方向會封閉。受影響的車輛可改行路面。,2015-06-02 HKT 20:05
部份地區有雨，駕駛人士請特別小心駕駛。,2015-06-02 HKT 20:00
葵涌道天橋今晚有道路維修工程，由2300至明日早上0600，葵涌道橫跨葵安道及葵富路的天橋路段會臨時封閉。,2015-06-02 HKT 19:45
亞皆老街往九龍城方向，近洗衣街快線的意外清場，一帶只是略為多車。,2015-06-02 HKT 19:25
香港仔隧道往紅磡海底隧道方向的「間封」措施取消。,2015-06-02 HKT 19:20
漆咸道南往尖沙咀方向，近蕪湖街的意外清場，但一帶仍然多車。,2015-06-02 HKT 19:15
大老山隧道往沙田非常繁忙，龍尾：彩虹隔音屏。 ,2015-06-02 HKT 19:05
受多車影響，香港仔隧道往紅磡海底隧道及往灣仔的支路要改為「間歇性通車」。,2015-06-02 HKT 19:00
漆咸道南往尖沙咀方向，近蕪湖街快線有意外，龍尾：新柳街。,2015-06-02 HKT 18:53
受爆水管影響，長沙灣道往美孚方向，近興華街中線封閉；興華街往海旁方向，近長沙灣道慢線亦封閉。 長沙灣道、興華街交界一帶多車。,2015-06-02 HKT 18:45
皇后大道東東行往跑馬地，近司徒拔道一帶的交通略為擠塞。,2015-06-02 HKT 18:25
亞皆老街往九龍城方向，近洗衣街快線有意外，龍尾：彌敦道。,2015-06-02 HKT 18:11
荃灣路往屯門，近海濱花園對開的意外清場，消散中龍尾：葵涌道近荔景邨。,2015-06-02 HKT 18:00
荃灣路往屯門，近海濱花園對開有意外，只有快線可以通車，龍尾：葵涌道。,2015-06-02 HKT 17:45
獅子山隧道往沙田，龍尾：分別近油站及蒲崗村道。,2015-06-02 HKT 17:40
告士打道東行過海，龍尾：分域街；西行過海，龍尾：波斯富街。  ,2015-06-02 HKT 17:25
西貢市中心有慶賀天后寶誕活動，宜春街、年春街、萬年街分別有臨時封路改道安排。專綫小巴2、3、3A、4 及4A號的總站會臨時遷往萬年街。宜春街的士站暫停使用。 (至27/6  1400 ),2015-06-02 HKT 17:10
半山堅道往中環，近卑利街一帶較多車。,2015-06-02 HKT 17:00
上環永樂街爆水管，西行近德輔道中部份行車線封閉。,2015-06-02 HKT 16:45
半山旭龢道有水務工程，介乎羅便臣道至屋蘭士街的一段旭龢道已經封閉；另外，連接屋蘭士街至旭龢道西行的一段支路亦要封閉。(至8/6  1800),2015-06-02 HKT 16:30
受多車影響，香港仔隧道往紅磡海底隧道及往灣仔的支路要改為「間歇性通車」。,2015-06-02 HKT 16:13
堅拿道天橋過海多車，龍尾：香港仔隧道管道內。,2015-06-02 HKT 16:01
土瓜灣貴州街因路陷，介乎美景街至土瓜灣道一段封閉；土瓜灣道往紅磡方向，近貴洲街慢線封閉。,2015-06-02 HKT 15:50
窩打老道往油麻地，近油麻地消防局對開的意外清場，一帶只是略為多車。,2015-06-02 HKT 15:35
窩打老道往沙田，九龍塘段多車，龍尾：亞皆老街。,2015-06-02 HKT 15:30
鯉魚門道有緊急維修，東行往油塘方向近藍田港鐵站第2線封閉。,2015-06-02 HKT 15:15
窩打老道往油麻地，近油麻地消防局對開有意外，一帶交通略為擠塞。,2015-06-02 HKT 15:00
受爆水管影響，長沙灣道往美孚方向，近興華街中線封閉；興華街往海旁方向，近長沙灣道慢線亦封閉。現時一帶的交通較繁忙。,2015-06-02 HKT 14:45
告士打道東行過海，龍尾：中環廣場；西行過海，龍尾：景隆街。  ,2015-06-02 HKT 14:30
上環永樂街爆水管，西行近德輔道中部份行車線封閉。,2015-06-02 HKT 14:20
西貢市中心有慶賀天后寶誕活動，宜春街、年春街、萬年街分別有臨時封路改道安排。專綫小巴2、3、3A、4 及4A號的總站會臨時遷往萬年街。宜春街的士站暫停使用。 (至27/6  1400 ),2015-06-02 HKT 14:05
荔枝角道往旺角，近長沙灣熟食亭對開的意外清場，龍尾有待消散。,2015-06-02 HKT 13:40
較早前葵涌貨櫃碼頭南路，近三號迴旋處反車已清理，交通回復正常。,2015-06-02 HKT 13:32
堅拿道天橋往海底隧道，龍尾：皇后大道東。,2015-06-02 HKT 13:30
較早前聯合道往窩打老道方向，近浸會大學交通意外已清理，一帶車多。,2015-06-02 HKT 13:16
荔枝角道往深水埗方向，近長沙灣熟食亭有交通意外，影響到葵涌道往荔枝角道擠塞，龍尾：美孚橋面；蝴蝶谷道落荔枝角道亦擠塞，龍尾：呈祥道口。,2015-06-02 HKT 13:00
告士打道東行往紅隧，龍尾：新鴻基中心。,2015-06-02 HKT 12:50
干諾道中東行往灣仔近大會堂一段擠塞，龍尾：國際金融中心。,2015-06-02 HKT 12:35
因緊急維修，鯉魚門道東行往油塘方向，近藍田港鐵站的第二線封閉。(由現時至下午四時）,2015-06-02 HKT 12:20
受較早前爆水管影響，長沙灣道往美孚方向，近興華街的慢線封閉；興華街往海旁方向，近長沙灣道的慢線封閉。,2015-06-02 HKT 12:05
公主道往紅隧，龍尾：康莊道橋面。,2015-06-02 HKT 11:50
葵涌貨櫃碼頭南路，近三號迴旋處有反車，一帶車多。,2015-06-02 HKT 11:35
較早前粉嶺公路往上水，近九龍坑意外已清理，交通回復正常。,2015-06-02 HKT 11:20
聯合道往窩打老道方向，近浸會大學有交通意外，一帶車多。,2015-06-02 HKT 11:10
吐露港公路往九龍，龍尾：廣福邨。,2015-06-02 HKT 11:00
受爆水管影響，上環永樂街西行往堅尼地城方向，近德輔道中的部份行車線封閉。,2015-06-02 HKT 10:45
粉嶺公路往上水，近九龍坑有意外，龍尾：康樂園。,2015-06-02 HKT 10:31
"較早前吐露港公路往九龍，近白石角2,3,4線的交通意外已清場，車龍有待消散，龍尾：新峰花園。 ",2015-06-02 HKT 10:22
較早前太子道東往觀塘方向，近富豪東方酒店對開慢線的壞車已拖走，交通回復正常。,2015-06-02 HKT 10:18
"吐露港公路往九龍，近白石角2,3,4線有交通意外，嚴重擠塞，龍尾：梅樹坑。 駕駛人士請改行其他道路。",2015-06-02 HKT 10:16
葵涌貨櫃碼頭南路，近三號迴旋處有反車，一帶車多。,2015-06-02 HKT 09:58
東區走廊西行往中環方向多車，龍尾：北角碼頭。,2015-06-02 HKT 09:45
較早前龍翔道往荃灣方向，近星輝豪庭的交通意外已清場，交通回復正常。,2015-06-02 HKT 09:38
較早前公主道過海，近油站中慢線的交通意外已清理，龍尾有待消散。,2015-06-02 HKT 09:30
太子道東往觀塘方向，近富豪東方酒店對開慢線有壞車，龍尾：太子道西近聯合道。,2015-06-02 HKT 09:25
"吐露港公路往九龍，近白石角2,3,4線有交通意外，龍尾：廣福邨。",2015-06-02 HKT 09:14
龍翔道往荃灣方向，近星輝豪庭有交通意外，龍尾：天馬苑。,2015-06-02 HKT 09:08
公主道過海，近油站中慢線有交通意外，龍尾：御龍居。,2015-06-02 HKT 08:49
較早前偉業街天橋往九龍灣方向，近啓業邨對開慢線的交通意外已清理，車龍有待消散，龍尾：龍翔道近龍蟠苑。,2015-06-02 HKT 08:46
偉業街天橋往九龍灣方向，近啓業邨對開慢線有交通意外，龍尾：龍翔道近龍蟠苑。,2015-06-02 HKT 08:36
干諾道中東行往灣仔近大會堂一段擠塞，龍尾：林士街多層停車場。,2015-06-02 HKT 08:25
較早前青馬大橋往機場方向，近馬灣快線的交通意外已清理，龍尾有待消散。,2015-06-02 HKT 08:10
青馬大橋往機場方向，近馬灣快線有交通意外，一帶車多。,2015-06-02 HKT 07:58
大老山隧道，沙田入口擠塞，龍尾：石礦場。,2015-06-02 HKT 07:45
將軍澳隧道出觀塘擠塞，龍尾：電話機樓。,2015-06-02 HKT 07:30
公主道往紅隧，龍尾：康莊道橋面。,2015-06-02 HKT 07:15
受爆水管影響，長沙灣道往美孚方向，近興華街中線封閉；興華街往海旁方向，近長沙灣道慢線亦封閉。,2015-06-02 HKT 07:00
受路陷影響，貴洲街介乎美景街與土瓜灣道全線封閉；另外土瓜灣道往紅磡方向，近貴洲街的慢線封閉。,2015-06-02 HKT 06:45
今晚銅鑼灣信德街有電力工程，由2200至明日早上0600期間，所有車輛禁止由摩頓臺左轉入信德街。,2015-06-03 HKT 20:00
香港仔隧道往紅磡海底隧道方向的「間封」措施取消。,2015-06-03 HKT 19:45
觀塘道東行往油塘，近康寧道一帶交通回復正常。,2015-06-03 HKT 19:30
告士打道東行跑馬地線塞車，龍尾：中環軍營。,2015-06-03 HKT 19:15
告士打道東行跑馬地線塞車，龍尾：紅棉路。,2015-06-03 HKT 19:00
觀塘道東行往油塘，近康寧道一帶多車，龍尾：牛頭角定富街。,2015-06-03 HKT 18:46
東區海底隧道往九龍，龍尾：東港中心；獅子山隧道往沙田，龍尾：油站；大老山隧道往沙田，龍尾：龍翔道橋面。,2015-06-03 HKT 18:35
大埔公路往九龍，沙田段一帶現時較多車。,2015-06-03 HKT 18:18
堅拿道天橋往紅磡海底隧道方向，近軒尼詩道橋面快線的壞車已離開，但一帶的交通仍然較繁忙。,2015-06-03 HKT 18:05
堅拿道天橋往紅磡海底隧道方向，近軒尼詩道橋面快線有壞車阻路，龍尾：香港仔隧道灣仔出口。,2015-06-03 HKT 17:56
今晚跑馬地馬場有賽馬活動，稍後黃泥涌道、皇后大道東、摩理臣山道一帶分別有臨時封路改道措施。,2015-06-03 HKT 17:45
龍翔道往荃灣，近彩虹邨段的意外清場，消散中的龍尾：仍然在觀塘道近九龍灣。,2015-06-03 HKT 17:30
葵涌禾塘咀街爆水管，下行線介乎耀榮街至禾葵里一段封閉。受影響的巴士要改道行駛。,2015-06-03 HKT 17:20
龍翔道往荃灣，近彩虹邨段第3線有意外，龍尾：觀塘道近九龍灣。,2015-06-03 HKT 17:00
土瓜灣道往紅磡，近銀漢街快線有道路工程，一帶多車。,2015-06-03 HKT 16:40
葵涌禾塘咀街近禾葵里段爆水管，一帶改為單線雙程行車。,2015-06-03 HKT 16:20
汀九橋往屯門公路方向，橋面段的壞車已離開，車龍有待消散。,2015-06-03 HKT 16:15
